ID,Name(Romaji),Name(Localised),Nickname,Gender,Game,Type,Position,Alt Position,Element,Preferred Playstyle,First 3 Moves Learnt,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats,Main Path,Alternate Paths
1,Mamoru Endo,Mark Evans,円堂,男 (Male),イナズマイレブン,選手 (Player),GK,FW,山 (Mountain),Justice,Strong Punch | God Hand | Fireball Knuckle,90.0,97.0,91.0,98.0,105.0,111.0,97.0,689,Keep > Keep,Keep > Keep | Shoot > Shoot
3003,Tomoe Teshigawara,Amanda Jurr,勅使河原,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,林 (Forest),Rough Play,Dust Kick | Magnetism | Big Ball Trick,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3004,Otohisa Sakanaga,Tostig Muffler,境長,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,DF,林 (Forest),Tension,Feint Play | Stomper Stopper | Mystic Mist,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
3005,Kiriichiro Murashima,Buzz Cutt,邑縞,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Rough Play,Dust Kick | Hyper-Swiper | Frosticle,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3006,Ganzo Hoka,Fritzy Flaps,法家,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,火 (Fire),Rough Play,Deceptive Step | Runaway Train | Plasma Cut,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3007,Tasuku Tateshima,Cornelius Roes,立嶋,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,山 (Mountain),Bond,Deceptive Step | Bouncing Bomb | Dance on Air,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Offense | Shoot > Shoot
3008,Wakaru Momiya,Fishel Bucket,もみあげ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,林 (Forest),Bond,Shoulder Tackle | Future Eye | Tesla Coil,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3009,Eiko Maejima,Violet Eamow,前島,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,風 (Wind),Bond,Feint Dash | Spin Meister | Frosticle,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3010,Hanuki Toyama,Bolt Cagey,すっぱ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,DF,風 (Wind),Counter,Power Shot | Hyper-Swiper | Sonic Shot,111.0,108.0,98.0,87.0,85.0,80.0,96.0,665,Shoot > Defense,Shoot > Shoot | Defense > Defense
3011,Katsura Ikamizu,Walter Skimmer,烏賊水,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,DF,林 (Forest),Rough Play,Rolling Steal | Stomper Stopper | Hunter's Net,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
3012,Kota Shinokuma,Gordon Hoe,篠熊,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,山 (Mountain),Breach,Rolling Steal | Boomerang Bluff | Pancake Defence,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3013,Danpei Idetaka,Xander Noddle,出高,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,林 (Forest),Bond,Rolling Steal | Future Eye | Tesla Coil,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3014,Shinobu Kageaka,Stella Thee,忍,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,林 (Forest),Rough Play,Cunning Pull | Hey Presto | Tesla Coil,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3015,Menjiro Tezuka,Rudy Blush,てっかめん,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,DF,風 (Wind),Bond,Cunning Pull | Anchors Aweigh | Ozone Flayer,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
3016,Koichi Aosai,Buck Choy,青菜,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,山 (Mountain),Breach,Crosscut Feint | Bouncing Bunny | Dance on Air,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Offense | Shoot > Shoot
3017,Tomiyori Kusari,Beau Gotcher,鎖,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,風 (Wind),Tension,Dust Kick | Somersault Stamp | Easy Breezy Kid,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3018,Sota Mitsui,Troi Dryer,三井,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,山 (Mountain),Counter,Deceptive Step | Great Wall | Dance on Air,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3019,Hacho Kanuma,Raider Takkel,鹿沼,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,林 (Forest),Breach,Rolling Steal | Transporter Device | Tesla Coil,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3020,Chikanosuke Tokawa,Manny Saboy,外川,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Tension,Crosscut Feint | Bouncing Bomb | Bungee Ball Burst,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3021,Yo Nakazaki,Jack Alltrade,中崎,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,林 (Forest),Bond,Curving Cut | Future Eye | Spatial Portal,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3022,Matsuji Iwashita,Spacey Flipper,岩下,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,林 (Forest),Breach,Dust Kick | Stomper Stopper | Big Ball Trick,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3023,Okeie Nitamura,Bobbie Pompon,仁詫村,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,山 (Mountain),Breach,Feint Dash | Jumbo Sandwich | Dance on Air,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3024,Tatashige Hasada,Frosty Patissier,パティシエ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Counter,Shoulder Tackle | Log Roll | Whirlpool,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3025,Kuratada Gokoda,Keir Mudgeon,うしろむき,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,風 (Wind),Tension,Nutmeg | Cyclone Sprint | Frosticle,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3026,Shinjiro Kondono,Gus Bagge,近藤野,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Rough Play,Deceptive Step | Bouncing Bomb | Bungee Ball Burst,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3027,Rika Sarashina,Eira Dynamic,更科,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,火 (Fire),Tension,Feint Dash | Combustion Catch | Bungee Ball Burst,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3028,Hayao Hayata,Trump Dealer,早田,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,林 (Forest),Rough Play,Deceptive Step | Bouncing Bunny | Big Ball Trick,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3029,Tomio Kaikido,Rob O'Meca,ブイ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,DF,風 (Wind),Breach,Cunning Pull | Somersault Stamp | Whirlpool,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Defense > Keep,Keep > Keep | Defense > Defense
3030,Mishio Haritate,Debbie Dare,スリル,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,山 (Mountain),Bond,Crosscut Feint | Great Wall | Rising Dragon,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3031,Tadashi Harima,Bill Sye,播磨,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,FW,風 (Wind),Bond,Power Shot | Cyclone Sprint | Zephyr Shot,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Shoot > Defense,Defense > Defense | Shoot > Shoot
3032,Miyu Kamishiro,Primrose Proppa,神代,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Bond,Nutmeg | Bouncing Bomb | Bungee Ball Burst,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3033,Tatsuchiyo Shirokai,Ricky Shee,白魁,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Bond,Feint Dash | Hyper-Swiper | Easy Breezy Kid,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3034,Tomonori Tobiita,Patrick Childs,ピーター,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,風 (Wind),Counter,Nutmeg | Spin Meister | Easy Breezy Kid,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Offense | Shoot > Shoot
3035,Kiyoo Hibino,Ciaran Wale,ピノキオ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,山 (Mountain),Rough Play,Feint Play | Blast Mine | Acrobotics,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3036,Wasato Mizushina,Leroy Kingsley,おうさま,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,山 (Mountain),Justice,Mighty Save | Boomerang Bluff | Snakebite,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Keep > Offense,Keep > Keep | Offense > Offense
3037,Azuki Kurumu,Rhiannon Hoode,赤頭巾,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Bond,Dust Kick | Bouncing Bomb | Ball Lightning,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3038,Himeko Shiroyuki,Bianca Snough,しらゆき,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,林 (Forest),Bond,Deceptive Step | Optimal Trajectory | Big Ball Trick,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3039,Ritsuyo Sando,Cindy Reller,シンデレラ,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,風 (Wind),Counter,Deceptive Step | Spin Meister | Easy Breezy Kid,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3040,Hidetomi Sonohi,Ted Ledd,ペンシル,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,林 (Forest),Justice,Feint Dash | Optimal Trajectory | Big Ball Trick,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3041,Jo Sankaku,Sita Square,トライ,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,風 (Wind),Counter,Heel Flick | Hyper-Swiper | Easy Breezy Kid,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3042,Jin Katano,Stanley Switch,カッター,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,火 (Fire),Counter,Power Shot | Heart Beat | Doomsword Slash,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
3043,Tokinori Ayata,Pero Tractor,ブンドキ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Counter,Crosscut Feint | Cyclone Sprint | Easy Breezy Kid,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3044,Saaya Shiina,Perla Sizzors,シザー,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,FW,林 (Forest),Tension,Feint Play | Optimal Trajectory | Mystic Mist,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
3045,Isao Isuzu,Robbie Tout,イレイザー,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,風 (Wind),Justice,Dust Kick | Somersault Stamp | Easy Breezy Kid,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3046,Itto Sabaki,Silas Andice,ほうちょう,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,火 (Fire),Tension,Crosscut Feint | Combustion Catch | Bungee Ball Burst,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3047,Manami Kichino,Tia Towell,キッチン,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,火 (Fire),Counter,Rolling Steal | Heart Beat | Goopy Gloopy Goo,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Defense > Offense,Offense > Offense | Defense > Defense
3048,Toru Hachiya,Cooper Kettle,ケトル,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,山 (Mountain),Bond,Heel Flick | Spin Meister | Acrobatic Keep,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Offense | Shoot > Shoot
3049,Yoshitaka Tetsunabe,Stuart Potty,ナベ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,山 (Mountain),Tension,Dust Kick | Great Wall | Dance on Air,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3050,Kichinosuke Tsuchinabe,Prosper Cooka,ドナベ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,FW,風 (Wind),Breach,Rolling Steal | Spin Meister | Ozone Flayer,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Shoot,Defense > Defense | Shoot > Shoot
3051,Sakon Hoguchi,Trey Prongs,フォーク,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Breach,Cunning Pull | Easy Breezy | Whirlpool,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3052,Benijuro Kuchita,Philip Stic,るーじゅ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,林 (Forest),Breach,Dust Kick | Stomper Stopper | Big Ball Trick,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3053,Isao Atoma,Andy Kareem,アトマイザ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,山 (Mountain),Counter,Nutmeg | Fractal Repeller | Acrobatic Keep,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3054,Tsuki Umatsuge,Cara Mass,つけま,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Justice,Shoulder Tackle | Easy Breezy | Ozone Flayer,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3055,Aisha Mabuta,Aya Shadowe,アイシャ,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Bond,Crosscut Feint | Bouncing Bomb | Plasma Cut,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3056,Kara Irotsuki,Scarlett Strands,メッシュ,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Rough Play,Heel Flick | Bouncing Bomb | Criss-Cross,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3057,Toki Kushinada,Silke Coombe,こーむ,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,山 (Mountain),Bond,Heel Flick | Bouncing Bunny | Dance on Air,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Offense | Shoot > Shoot
3058,Makio Hachio,Nuno Vertigo,はちまき,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,火 (Fire),Bond,Nutmeg | Combustion Catch | Plasma Cut,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3059,Tetsuo Kugizaki,Ian Spike,パイル,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,山 (Mountain),Counter,Dust Kick | Breath Taker | Acrobatic Keep,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3060,Tomesuke Chise,Chip Chisel,チゼル,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,山 (Mountain),Rough Play,Heel Flick | Fractal Repeller | Rising Dragon,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3061,Mitsuzo Hanba,Claude Hammer,ハンマー,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,風 (Wind),Rough Play,Deceptive Step | Spin Meister | Frosticle,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Shoot,Offense > Offense | Shoot > Shoot
3062,Sakio Onoda,Dougal Axe,アックス,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,風 (Wind),Tension,Dust Kick | Spin Meister | Frosticle,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3063,Tachiyuki Hikita,Hank Saw,ジグ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,DF,火 (Fire),Counter,Nutmeg | Overnight Fortress | Criss-Cross,100.0,109.0,105.0,87.0,88.0,81.0,97.0,667,Offense > Defense,Offense > Offense | Defense > Defense
3064,Gosuke Kaneishi,Dias Mondragon,ダイヤ,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,風 (Wind),Counter,Crosscut Feint | Anchors Aweigh | Frosticle,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3065,Zakuro Ganeko,Garreth Nett,ガーネット,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,火 (Fire),Rough Play,Heel Flick | Slice and Dice | Bungee Ball Burst,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
3066,Akira Muramizu,Amelio Thyst,アメジスト,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,山 (Mountain),Tension,Rolling Steal | Boomerang Bluff | Acrobotics,86.0,88.0,91.0,97.0,102.0,88.0,111.0,663,Defense > Offense,Defense > Defense | Offense > Offense
3067,Tsukinaga Oishi,Moonir Stone,ムンスト,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),MF,FW,山 (Mountain),Breach,Power Shot | Blast Mine | Sidewinder,97.0,112.0,113.0,83.0,81.0,81.0,100.0,667,Shoot > Offense,Offense > Offense | Shoot > Shoot
3068,Gosho Sakai,Cory Alberts,コーラル,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,風 (Wind),Justice,Heel Flick | Spin Meister | Frosticle,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3069,Gyoku Rokusui,Emett Raldo,エメラルド,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,林 (Forest),Rough Play,Deceptive Step | Optimal Trajectory | Big Ball Trick,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3070,Ishiko Tomekure,Ruth Byron,ルビー,女 (Female),イナズマイレブンGO シャイン／ダーク,選手 (Player),FW,MF,火 (Fire),Breach,Crosscut Feint | Bouncing Bomb | Ball Lightning,118.0,112.0,102.0,83.0,81.0,81.0,89.0,666,Offense > Shoot,Shoot > Shoot | Offense > Offense
3071,Sho Sadoni,Ambrose Ericson,オニキス,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),GK,MF,山 (Mountain),Counter,Feint Dash | Breath Taker | Acrobatic Keep,84.0,92.0,86.0,97.0,101.0,104.0,92.0,656,Offense > Keep,Keep > Keep | Offense > Offense
3072,So Shichigami,Sapp Hirell,サファイア,男 (Male),イナズマイレブンGO シャイン／ダーク,選手 (Player),DF,MF,風 (Wind),Counter,Crosscut Feint | Cyclone Sprint | Easy Breezy Kid,82.0,85.0,83.0,102.0,106.0,87.0,118.0,663,Offense > Defense,Defense > Defense | Offense > Offense
