ID,Name(Romaji),Name(Localised),Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,First 3 Moves Learnt,Shot AT,Focus AT,Focus DF,Scramble AT,Scramble DF,Castle Wall DF,KP,Main Path,Alternate Paths
1,Mamoru Endo,Mark Evans,,男 (Male),,選手 (Player),,GK,FW,山 (Mountain),Justice,Strong Punch | God Hand | Fireball Knuckle,187,233,243.5,202,195,203,955,Keep > Keep,Keep > Keep | Shoot > Shoot
3498,Quorse,Lima,,男 (Male),,選手 (Player),,MF,FW,風 (Wind),Counter,Nutmeg | Spin Out | Sidewinder,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Defense | Shoot > Shoot
3499,Jeeney,Bravo,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Justice,Feint Dash | Spin Out | Jumbo Sandwich,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Defense | Defense > Defense
3500,Neira,India,,女 (Female),,選手 (Player),,MF,DF,火 (Fire),Rough Play,Heel Flick | Spin Out | Tesla Coil,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Offense | Defense > Defense
3501,Reiza,Juliet,,女 (Female),,選手 (Player),,FW,MF,風 (Wind),Breach,Low Drive | Plasma Ball | Frosticle,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Offense > Shoot | Shoot > Offense
3502,Alpha,Alpha,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Counter,Low Drive | Spin Meister | Feng-Huang,233,277.5,238,176,177,169,758,Shoot > Shoot,Offense > Shoot | Offense > Defense
3503,Einam,Mike,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Breach,Low Drive | Plasma Ball | Whirlpool,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Shoot > Shoot | Offense > Defense
3504,Lazlo,Uniform,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Bond,Mighty Save | Stomper Stopper | Shot Pocket,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
3505,Copul,Tango,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Bond,Feint Play | Tesla Coil | Spin Out,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Shoot > Offense
3506,Fynic,Zulu,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Counter,Deceptive Step | Spin Out | Tesla Coil,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Shoot | Defense > Defense
3507,Mekius,X-Ray,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Counter,Low Drive | Spin Meister | Tesla Coil,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Offense > Defense
3508,Minene,Delta,,女 (Female),,選手 (Player),,FW,DF,風 (Wind),Counter,Low Drive | Spin Meister | Pincer Pinch,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Offense | Defense > Defense
3509,Ward,Kilo,,男 (Male),,選手 (Player),,DF,MF,林 (Forest),Counter,Cunning Pull | Tesla Coil | Magnetism,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Offense > Defense
3510,Dorim,Foxtrot,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Bond,Nutmeg | Spin Out | Whirlpool,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Offense | Defense > Defense
3511,Orca,November,,女 (Female),,選手 (Player),,MF,DF,火 (Fire),Bond,Crosscut Feint | Spin Out | Slice and Dice,210,266.5,244.5,186,185,177,767,Offense > Offense,Shoot > Offense | Defense > Defense
3512,Beta,Beta,,女 (Female),,選手 (Player),,FW,MF,風 (Wind),Tension,Low Drive | Fission and Fusion | Athene,233,277.5,238,176,177,169,758,Shoot > Shoot,Offense > Shoot | Shoot > Offense
3514,Ruzik,Romeo,,男 (Male),,選手 (Player),,GK,MF,風 (Wind),Counter,Strong Punch | Gyro-Blocker | Wormhole,178,223.5,236.5,197,189,198,935,Keep > Keep,Keep > Keep | Shoot > Offense
3515,Galling,Papa,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Rough Play,Cunning Pull | Magnetism | Slice and Dice,174,222,246,213,208,199,852,Defense > Defense,Defense > Offense | Offense > Defense
3516,Bahamus,Quebec,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Breach,Dust Kick | Magnetism | Plasma Ball,209,273.5,253.5,181,183,164,733,Offense > Defense,Shoot > Defense | Defense > Defense
3517,Darna,Sierra,,女 (Female),,選手 (Player),,MF,FW,林 (Forest),Rough Play,Nutmeg | Plasma Ball | Transporter Device,209,264,242.5,185,184,175,762,Offense > Shoot,Shoot > Defense | Shoot > Shoot
3518,Gamma,Gamma,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Rough Play,Low Drive | Atomic Spin | Lycaon,233,277.5,238,176,177,169,758,Shoot > Shoot,Offense > Shoot | Offense > Defense
3530,Norimaru Gazen,Norimaru Gazen,,男 (Male),,選手 (Player),,GK,MF,山 (Mountain),Rough Play,Mighty Save | Jumping Whack | Shadow Catch,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Shoot > Offense
3531,Sokichi Kitagami,Sokichi Kitagami,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Rough Play,Cunning Pull | Okehazama Ravine | Whirlwind Force,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Offense > Defense
3532,Hoichiro Ashiguro,Hoichiro Ashiguro,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Counter,Feint Play | Okehazama Ravine | Mole Fake,174,222,246,213,208,199,852,Defense > Defense,Shoot > Defense | Offense > Defense
3533,Hanbee Yabe,Hanbee Yabe,,男 (Male),,選手 (Player),,DF,FW,火 (Fire),Breach,Curving Cut | Okehazama Ravine | Utter Gutsiness Bat,167,209,244.5,224,220,208,870,Defense > Defense,Shoot > Defense | Shoot > Shoot
3534,Ikkatsu Kano,Ikkatsu Kano,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Tension,Nutmeg | Swallow Counter | Mystifying Mist,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Offense | Defense > Defense
3535,Denbei Asama,Denbee Asama,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Rough Play,Feint Dash | Swallow Counter | Whirlwind Force,209,273.5,253.5,181,183,164,733,Offense > Offense,Offense > Offense | Defense > Defense
3536,Ginji Santetsu,Ginji Santetsu,,男 (Male),,選手 (Player),,MF,FW,林 (Forest),Rough Play,Crosscut Feint | Swallow Counter | Ephemeral Boost,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Defense | Shoot > Shoot
3537,Denrai Ochimura,Denrai Ochimura,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Tension,Feint Dash | Swallow Counter | Runaway Train,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Defense | Defense > Defense
3538,Senji Kuto,Senji Kudo,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Rough Play,Nutmeg | Swallow Counter | Matchlock Bullet,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Shoot | Shoot > Shoot
3539,Daian Inaba,Taian Inaba,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Breach,Low Drive | Matchlock Bullet | Sickle Weasel,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Defense > Shoot | Offense > Defense
3540,Korin Maebayashi,Korin Maebayashi,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Justice,Low Drive | Matchlock Bullet | Katana Kick,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Shoot > Offense | Offense > Defense
3541,Mikimaru Ujiki,Mikimaru Ujiki,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Tension,Strong Punch | Combustion Catch | Power Shield,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
3542,Doshin Yomoyama,Doshin Yomoyama,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Feint Play | Swallow Counter | Overnight Fortress,174,222,246,213,208,199,852,Defense > Offense,Defense > Defense | Offense > Defense
3543,Tenkei Yazu,Tenkei Yazu,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Tension,Deceptive Step | Flurry Dash | Whirlwind Force,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Defense | Defense > Defense
3544,Hokuro Ayabe,Hokuro Ayabe,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Breach,Low Drive | Matchlock Bullet | Bewildered,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Shoot > Offense
3545,Kaburo Hayama,Kaburo Hayama,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Justice,Low Drive | Matchlock Bullet | Flurry Dash,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Defense | Offense > Defense
3546,Benigiku,Bête Noire,,女 (Female),,監督 (Manager),,FW,MF,風 (Wind),Tension,Feint Dash | Spin Meister | Frosticle,233,277.5,238,176,177,169,758,Offense > Shoot,Shoot > Shoot | Offense > Offense
3559,Shuten,Eka,,男 (Male),,選手 (Player),,GK,MF,風 (Wind),Breach,Mighty Save | Rotary Sander | Wormhole,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Shoot > Offense
3560,Gozu,Dva,,男 (Male),,選手 (Player),,DF,MF,林 (Forest),Justice,Shoulder Tackle | Fire Drill | Tiger Drive,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Shoot > Offense
3561,Yasha,Tyrah,,女 (Female),,選手 (Player),,DF,FW,火 (Fire),Bond,Cunning Pull | Fire Drill | Atomic Flare,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Shoot > Shoot
3562,Org,Catvari,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Rough Play,Curving Cut | Fire Drill | The Wall,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
3563,Engil,Panca,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Breach,Heel Flick | Bungee Ball Burst | Zigzag Spark,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Defense | Defense > Defense
3564,Maze,Sas,,男 (Male),,選手 (Player),,MF,DF,林 (Forest),Tension,Feint Dash | Bungee Ball Burst | Magnetism,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Defense | Defense > Defense
3565,Shinjami,Sapta,,女 (Female),,選手 (Player),,MF,FW,火 (Fire),Counter,Heel Flick | Bungee Ball Burst | Whirlwind Force,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Shoot | Shoot > Shoot
3566,Goblis,Asta,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Rough Play,Crosscut Feint | Bungee Ball Burst | Magnetism,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Offense | Defense > Defense
3567,Shura,Navan,,男 (Male),,選手 (Player),,FW,DF,風 (Wind),Tension,Low Drive | Falling Planet | Vac Attack,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Defense > Defense
3568,Zanark Avalonic,Zanark Avalonic,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Rough Play,Low Drive | Disaster Strike | Zodiac,236,280.5,240.5,178,181,173,771,Shoot > Shoot,Offense > Defense | Offense > Defense
3569,Rasetsu,Dasan,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Counter,Low Drive | Falling Planet | Dark Energy Star,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Offense > Defense
3570,Banna,Sata,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Rough Play,Power Catch | Rotary Sander | Shadow Catch,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
3571,Hannis,Sahasra,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Curving Cut | Fire Drill | Bungee Ball Burst,174,222,246,213,208,199,852,Defense > Defense,Keep > Shoot | Shoot > Offense
3572,Zenki,Ayuta,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Bond,Feint Dash | Bungee Ball Burst | Whirlwind Force,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Shoot | Defense > Defense
3573,Trall,Laksha,,男 (Male),,選手 (Player),,FW,DF,山 (Mountain),Counter,Low Drive | Falling Planet | Bouncing Bomb,230,273,231.5,170,172,164,733,Shoot > Shoot,Defense > Offense | Defense > Defense
3574,Kyu,Niyuta,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Breach,Low Drive | Falling Planet | Bungee Ball Burst,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Defense | Shoot > Offense
3575,Rau Sem,Vee Wai,,男 (Male),,選手 (Player),,GK,MF,林 (Forest),Justice,Power Catch | Crescent Cross | Plasma Shadow GK,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Shoot > Offense
3576,Bado Addo,Dee Vee,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Rolling Steal | Acrobotics | Plasma Shadow DF,174,222,246,213,208,199,852,Defense > Defense,Defense > Shoot | Offense > Defense
3577,Lin Cool,Ayt Bee,,男 (Male),,選手 (Player),,DF,MF,風 (Wind),Counter,Cunning Pull | Acrobotics | Plasma Shadow DF,174,222,246,213,208,199,852,Defense > Defense,Defense > Offense | Shoot > Offense
3578,Ma Donel,En Sicks,,男 (Male),,選手 (Player),,DF,MF,林 (Forest),Justice,Feint Play | Acrobotics | Plasma Shadow DF,174,222,246,213,208,199,852,Defense > Defense,Defense > Offense | Offense > Defense
3579,Emi Ulu,Wun Ell,,男 (Male),,選手 (Player),,MF,DF,林 (Forest),Rough Play,Feint Dash | Acrobotics | Plasma Shadow AT,209,264,242.5,185,184,175,762,Offense > Defense,Shoot > Defense | Defense > Defense
3580,Fa Neel,Zed Kyu,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Counter,Nutmeg | Hunter's Net | Plasma Shadow AT,209,264,242.5,185,184,175,762,Offense > Defense,Defense > Offense | Defense > Defense
3581,Kay Row,Kay Zirro,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Counter,Dust Kick | Acrobotics | Plasma Shadow AT,209,264,242.5,185,184,175,762,Offense > Defense,Defense > Shoot | Defense > Defense
3582,Dai Lord,Cee Eff,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Counter,Crosscut Feint | Mystifying Mist | Plasma Shadow AT,209,264,242.5,185,184,175,762,Offense > Defense,Shoot > Offense | Defense > Defense
3583,Rei Rukh,Ar Ecks,,男 (Male),,選手 (Player),,MF,FW,山 (Mountain),Breach,Nutmeg | Twin Sun Smash | Plasma Shadow AT,210,266.5,244.5,186,185,177,767,Offense > Shoot,Shoot > Defense | Shoot > Shoot
3584,Blu Lex,Em Tee,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Breach,Low Drive | Twin Sun Smash | Plasma Shadow SH,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Shoot | Shoot > Offense
3585,Gra Fom,Ough Cee,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Bond,Low Drive | Twin Sun Smash | Plasma Shadow SH,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Shoot > Shoot | Offense > Defense
3586,Nii Bell,Jay Yuu,,男 (Male),,選手 (Player),,GK,MF,火 (Fire),Justice,Strong Punch | Wormhole | Plasma Shadow GK,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
3587,Zara Kus,Faiv Ess,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Bond,Rolling Steal | Slice and Dice | Plasma Shadow DF,167,209,244.5,224,220,208,870,Defense > Defense,Defense > Offense | Shoot > Offense
3588,Sei Servo,Tu Eigh,,男 (Male),,選手 (Player),,MF,DF,林 (Forest),Justice,Dust Kick | Hunter's Net | Plasma Shadow AT,209,273.5,253.5,181,183,164,733,Offense > Defense,Shoot > Defense | Defense > Defense
3589,A. Simov,Aye Nort,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Rough Play,Low Drive | Astro Break | Plasma Shadow SH,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Shoot | Shoot > Offense
3590,Eel Mel,Ji Tenn,,男 (Male),,選手 (Player),,FW,DF,風 (Wind),Breach,Low Drive | Eternal Blizzard | Plasma Shadow SH,230,273,231.5,170,172,164,733,Shoot > Shoot,Defense > Shoot | Defense > Defense
3591,Toguro Sakamaki,Schemer Guile,,男 (Male),,監督 (Manager),,FW,MF,林 (Forest),Rough Play,Deceptive Step | Bouncing Bunny | Big Ball Trick,232,274.5,232.5,171,175,166,737,Offense > Shoot,Shoot > Shoot | Offense > Offense
3592,Fadam,Feduhm,,男 (Male),,選手 (Player),,GK,MF,風 (Wind),Counter,Strong Punch | Rejection | Atlanticus,178,223.5,236.5,197,189,198,935,Keep > Keep,Keep > Keep | Shoot > Offense
3593,Sink,Tsync,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Rough Play,Rolling Steal | Slice and Dice | Solar Surprise,177,225.5,248.5,215,211,202,863,Defense > Defense,Defense > Shoot | Shoot > Offense
3594,Driss,Driss,,男 (Male),,選手 (Player),,DF,MF,林 (Forest),Rough Play,Rolling Steal | Killer Slide | Hunter's Net,177,225.5,248.5,215,211,202,863,Defense > Defense,Defense > Defense | Shoot > Offense
3595,Lude,Ludeau,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Rough Play,Shoulder Tackle | Jumbo Sandwich | Pincer Pinch,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
3596,Deos,Dios,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Bond,Crosscut Feint | Decoy Deploy | Blast Mine,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Defense > Defense
3597,Gigam,Grigham,,男 (Male),,選手 (Player),,MF,DF,風 (Wind),Bond,Heel Flick | Decoy Deploy | Flurry Dash,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Defense > Defense
3598,Zatan,Zatang,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Tension,Crosscut Feint | Decoy Deploy | Bungee Ball Burst,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Defense > Defense
3599,Rodeo,Rodh,,男 (Male),,選手 (Player),,MF,FW,風 (Wind),Justice,Nutmeg | Decoy Deploy | Poseidon,210,266.5,244.5,186,185,177,767,Offense > Offense,Shoot > Offense | Shoot > Shoot
3600,Jips,Djibz,,男 (Male),,選手 (Player),,MF,FW,火 (Fire),Justice,Feint Dash | Double Helix | Decoy Deploy,209,264,242.5,185,184,175,762,Offense > Shoot,Offense > Shoot | Shoot > Shoot
3601,Garo,Garreau,,男 (Male),,選手 (Player),,MF,FW,山 (Mountain),Tension,Dust Kick | Gungnir | Corvus,210,266.5,244.5,186,185,177,767,Offense > Shoot,Defense > Offense | Shoot > Shoot
3602,Stia,Steiyah,,女 (Female),,選手 (Player),,GK,MF,山 (Mountain),Breach,Strong Punch | Rejection | God Hand,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
3603,Madol,Mhadoor,,男 (Male),,選手 (Player),,DF,GK,山 (Mountain),Justice,Curving Cut | The Wall | Killer Slide,167,209,244.5,224,220,208,870,Defense > Defense,Defense > Keep | Keep > Keep
3604,Haze,Heyze,,女 (Female),,選手 (Player),,MF,DF,風 (Wind),Tension,Crosscut Feint | Flurry Dash | Decoy Deploy,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Defense | Defense > Defense
3605,Clutch,Kuhrach,,女 (Female),,選手 (Player),,MF,FW,火 (Fire),Justice,Crosscut Feint | Fire Tornado | Fireball Screw,209,264,242.5,185,184,175,762,Offense > Shoot,Shoot > Shoot | Shoot > Shoot
3606,Torm,Torhm,,男 (Male),,選手 (Player),,FW,MF,林 (Forest),Rough Play,Low Drive | Double Helix | Gungnir,230,273,231.5,170,172,164,733,Shoot > Shoot,Shoot > Offense | Shoot > Offense
3607,Boofu,Bhufa,,男 (Male),,選手 (Player),,GK,MF,風 (Wind),Bond,Power Catch | Rejection | Shot Pocket,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Shoot > Offense
3608,Zotan,Zohtan,,男 (Male),,選手 (Player),,DF,MF,山 (Mountain),Breach,Curving Cut | Whirlwind Force | Mystifying Mist,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
3609,Mista,Mustah,,男 (Male),,選手 (Player),,DF,MF,火 (Fire),Justice,Rolling Steal | Pincer Pinch | Runaway Train,174,222,246,213,208,199,852,Defense > Defense,Defense > Offense | Shoot > Offense
3610,Morry,Mohrir,,女 (Female),,選手 (Player),,DF,MF,林 (Forest),Breach,Cunning Pull | Mystic Mist | Spatial Portal,174,222,246,213,208,199,852,Defense > Defense,Offense > Defense | Shoot > Offense
3611,Gimus,Ghimus,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Bond,Crosscut Feint | Decoy Deploy | Jumbo Sandwich,209,264,242.5,185,184,175,762,Offense > Offense,Offense > Offense | Defense > Defense
3612,Zeik,Tzeikh,,男 (Male),,選手 (Player),,MF,DF,山 (Mountain),Tension,Crosscut Feint | Decoy Deploy | Fractal Repeller,210,266.5,244.5,186,185,177,767,Offense > Offense,Offense > Offense | Defense > Defense
3613,Mido,Miehd,,女 (Female),,選手 (Player),,MF,DF,風 (Wind),Breach,Heel Flick | Decoy Deploy | Hyper-Swiper,210,266.5,244.5,186,185,177,767,Offense > Offense,Offense > Defense | Defense > Defense
3614,Meia,Mehr,,女 (Female),,選手 (Player),,MF,DF,風 (Wind),Justice,Crosscut Feint | No Future | The Lovers・・_x0080_,215,281,262.5,189,192,173,771,Offense > Shoot,Offense > Defense | Defense > Defense
3615,Ghiris,Ghiris,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Tension,Dust Kick | No Future | The Lovers・・・,214,270.5,248.5,189,189,180,782,Offense > Shoot,Defense > Offense | Defense > Defense
3616,Chell,Chell,,男 (Male),,選手 (Player),,FW,MF,風 (Wind),Breach,Low Drive | Double Helix | Northern Impact,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Offense > Offense | Shoot > Offense
3617,Zatt,Zetoh,,男 (Male),,選手 (Player),,FW,MF,火 (Fire),Counter,Low Drive | Double Helix | Atomic Flare,232,274.5,232.5,171,175,166,737,Shoot > Shoot,Offense > Offense | Offense > Defense
3618,Enimo,Enimaux,,女 (Female),,選手 (Player),,GK,MF,火 (Fire),Breach,Mighty Save | Rejection | Flower Power,176,220,230,193,189,198,913,Keep > Keep,Keep > Keep | Offense > Defense
3619,Drene,Darehn,,女 (Female),,選手 (Player),,DF,MF,風 (Wind),Justice,Curving Cut | The Tower | Vac Attack,174,222,246,213,208,199,852,Defense > Defense,Defense > Defense | Offense > Defense
3620,Mabi,Mabhi,,男 (Male),,選手 (Player),,MF,DF,火 (Fire),Counter,Crosscut Feint | Decoy Deploy | Runaway Train,209,264,242.5,185,184,175,762,Offense > Offense,Shoot > Offense | Defense > Defense
3621,Narje,Nahrje,,女 (Female),,選手 (Player),,MF,DF,火 (Fire),Breach,Feint Dash | Decoy Deploy | Zephyr Shot,209,264,242.5,185,184,175,762,Offense > Offense,Defense > Offense | Defense > Defense
3622,Veneto,Veneth,,男 (Male),,選手 (Player),,FW,MF,山 (Mountain),Breach,Low Drive | Double Helix | Sidewinder,230,273,231.5,170,172,164,733,Shoot > Shoot,Offense > Offense | Offense > Defense
